uid,S-MHA Error,S-MHA Uncertainty,Testing Fold,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
288_F0,16.0312195418814,0.5336025,0,20.09975124224178,0.3186328500509262,18.0,3.497476816177368,0,5,3
380_F0,7.071067811865476,0.4655226,0,3.1622776601683795,0.2766253963112831,7.810249675906654,7.993804168701172,12,9,7
205_F0,7.810249675906654,0.39905956,0,17.0,0.2490712523460388,14.560219778561036,5.27856149673462,6,11,10
132_F0,11.704699910719626,0.49144775,0,8.602325267042627,0.2842878788709641,12.806248474865695,4.579665851593018,3,8,6
397_F0,10.0,0.5813597,0,6.4031242374328485,0.3339533269405365,1.4142135623730951,5.324380779266358,6,3,1
247_F0,26.476404589747453,0.36071816,0,24.08318915758459,0.2272506222128868,23.769728648009423,10.825375080108644,15,13,14
283_F0,2.23606797749979,0.53723353,0,2.8284271247461903,0.3791285812854766,2.23606797749979,4.7491374015808105,4,1,3
396_F0,29.61418578992169,0.42255357,0,25.317977802344327,0.1915176838636398,22.825424421026653,8.038692474365234,12,16,10
346_F0,21.095023109728988,0.29581726,0,12.806248474865695,0.2131892159581184,18.867962264113206,7.058347892761231,10,15,17
286_F0,9.219544457292889,0.38958222,0,8.06225774829855,0.3242288082838058,6.324555320336759,8.053997325897218,12,4,11
295_F0,8.246211251235321,0.508394,0,3.605551275463989,0.3722684353590011,5.0,4.166673135757447,2,2,5
091_F0,14.317821063276352,0.5474224,0,14.212670403551895,0.3019166260957718,18.97366596101028,5.750650310516358,6,7,3
352_F0,6.708203932499369,0.3681595,0,4.47213595499958,0.2921066492795944,6.708203932499369,4.854225134849548,4,7,14
316_F0,81.15417426109393,0.26997778,0,76.55063683601855,0.1790171399712562,74.33034373659252,12.457360649108889,16,16,18
309_F0,11.0,0.49414074,0,9.486832980505138,0.3161608636379241,11.0,5.155153441429138,5,5,6
217_F0,12.806248474865695,0.51014376,0,11.0,0.3019474625587463,13.152946437965904,6.219432163238525,7,7,4
049_F0,22.02271554554524,0.3891101,0,27.16615541441225,0.1641589760780334,47.09564735726647,41.5242416381836,19,17,11
156_F0,15.297058540778355,0.45896006,0,14.866068747318506,0.2951447933912277,14.0356688476182,6.509825706481934,8,7,7
212_F0,20.09975124224178,0.49814293,0,22.360679774997894,0.2532864540815353,21.54065922853801,9.374369812011718,13,10,6
151_F0,27.31300056749533,0.25072712,0,6.082762530298219,0.1559543028473854,5.0,11.22571144104004,15,17,19
305_F0,19.235384061671343,0.37218776,0,12.806248474865695,0.2199537307024002,11.40175425099138,6.952185153961182,10,14,14
119_F0,7.280109889280518,0.26457223,0,7.071067811865476,0.2288603097200393,3.1622776601683795,5.634017467498779,6,12,19
079_F0,37.01351104664349,0.36961347,0,30.4138126514911,0.2848427504301071,29.017236257093817,10.209951972961424,15,8,14
385_F0,10.816653826391969,0.4353903,0,4.47213595499958,0.2310505896806717,1.0,10.140404224395752,15,12,8
394_F0,8.94427190999916,0.4220461,0,7.615773105863909,0.2168712139129638,24.20743687382041,31.982065200805664,18,15,10
375_F0,8.06225774829855,0.4660247,0,4.123105625617661,0.30844646692276,5.385164807134504,5.686482858657837,6,6,7
041_F0,9.848857801796104,0.3289823,0,17.46424919657298,0.1657794637605548,18.867962264113206,11.784029006958008,16,16,16
118_F0,4.123105625617661,0.48662373,0,4.242640687119285,0.3145690500736237,4.0,4.006551837921142,1,5,6
209_F0,29.966648127543397,0.4574187,0,25.0,0.211086755245924,21.213203435596427,13.503958988189698,16,15,7
083_F0,6.4031242374328485,0.55175084,0,4.123105625617661,0.3538607537746429,3.1622776601683795,5.079241466522217,5,2,3
096_F0,39.20459156782532,0.21323416,0,8.602325267042627,0.0824494257103651,7.280109889280518,19.36612520217896,16,19,19
183_F0,12.083045973594572,0.44950497,0,18.867962264113206,0.3094298481941223,14.866068747318506,6.070750617980957,7,6,8
052_F0,23.259406699226016,0.2695263,0,19.026297590440446,0.1605636715888977,8.602325267042627,18.346354293823243,16,17,18
250_F0,29.068883707497267,0.3137655,0,23.0,0.2357556462287902,20.223748416156685,5.430253458023072,6,12,17
073_F0,4.0,0.6583577,0,1.4142135623730951,0.3613129824399948,1.0,3.249104619026184,0,2,0
370_F0,13.152946437965904,0.40830785,0,15.811388300841896,0.2847891062498092,16.278820596099706,3.933969640731811,1,8,10
200_F0,9.219544457292889,0.4626985,0,7.615773105863909,0.2579671263694763,8.602325267042627,8.110208678245545,12,10,7
095_F0,7.0,0.5861074,0,10.816653826391969,0.3618525564670563,12.36931687685298,5.789891004562378,6,2,1
230_F0,9.899494936611664,0.42917964,0,5.385164807134504,0.3233399391174316,3.1622776601683795,5.224922370910645,5,4,9
034_F0,16.0312195418814,0.31334448,0,13.601470508735444,0.2225226044654846,14.142135623730953,8.309765338897705,12,13,17
204_F0,17.26267650163207,0.43357027,0,17.029386365926403,0.2930746167898178,15.297058540778355,6.750104427337647,9,7,8
153_F0,2.8284271247461903,0.48079157,0,4.47213595499958,0.3545294910669326,1.0,4.976642751693726,5,2,7
055_F0,36.23534186398688,0.5640772,0,33.24154027718932,0.3304106116294861,33.301651610693426,5.9067857503891,6,3,2
260_F0,7.810249675906654,0.38968796,0,7.211102550927978,0.2099963039159774,11.6619037896906,10.152036809921263,15,15,11
065_F0,1.4142135623730951,0.3891196,0,2.23606797749979,0.2676955789327621,5.385164807134504,5.6213099479675295,6,9,11
090_F0,96.30160954002794,0.5340181,0,103.73041983911952,0.324594709277153,104.12012293500234,7.220366907119751,10,4,3
161_F0,14.212670403551895,0.3499107,0,18.68154169226941,0.1790831789374351,12.206555615733702,11.137463569641112,15,16,14
300_F0,13.152946437965904,0.2756539,0,5.0990195135927845,0.1962804436683654,9.0,8.942641448974609,12,15,18
191_F0,14.866068747318506,0.3431064,0,8.54400374531753,0.2445011407136917,11.04536101718726,10.413776779174803,15,12,15
131_F0,36.0,0.4266339,0,37.05401462729781,0.2346496537327766,28.0178514522438,11.330272674560549,15,12,9
323_F0,29.410882339705484,0.4115348,0,31.144823004794876,0.2035968914628028,28.442925306655784,31.04088630676269,18,15,10
127_F0,40.311288741492746,0.16207704,0,56.859475903318,0.0987458623945713,46.95742752749558,18.47737159729004,16,19,19
261_F0,13.601470508735444,0.3032929,0,5.0,0.1696533560752868,5.385164807134504,8.64807949066162,12,16,17
266_F0,5.385164807134504,0.23623374,0,25.079872407968907,0.1613772295415401,12.041594578792296,9.870337772369384,15,17,19
202_F0,8.602325267042627,0.63835627,0,8.48528137423857,0.3533698350191116,13.341664064126334,5.3888544082641605,6,2,0
337_F0,15.264337522473747,0.44872364,0,14.560219778561036,0.3064712643623352,16.15549442140351,4.610665035247803,3,6,8
268_F0,4.242640687119285,0.51415694,0,6.324555320336759,0.2207325682044029,15.264337522473747,28.909760856628417,17,14,4
094_F0,13.92838827718412,0.54185,0,10.44030650891055,0.2872733503580093,11.0,3.63522629737854,1,8,3
343_F0,5.656854249492381,0.48214793,0,14.560219778561036,0.2811226665973663,14.560219778561036,8.740056228637695,12,9,7
354_F0,2.23606797749979,0.5336028,0,7.0,0.309659332036972,5.656854249492381,7.072242259979248,10,6,3
256_F0,25.019992006393608,0.52507037,0,20.615528128088304,0.3314891666173934,17.0,5.65432071685791,6,3,3
251_F0,18.110770276274835,0.42147174,0,9.055385138137416,0.3260242760181427,7.071067811865476,7.506128311157227,11,4,10
325_F0,88.52683209061533,0.584407,0,79.55501241279521,0.3389023065567016,79.30952023559341,6.949850177764892,10,3,1
168_F0,17.029386365926403,0.4264277,0,20.518284528683196,0.2851750165224075,13.41640786499874,9.67160849571228,14,8,9
387_F0,79.00632886041473,0.3288688,0,10.198039027185567,0.1644705072045326,10.04987562112089,30.59715957641601,17,17,16
327_F0,66.75327707311455,0.27051222,0,57.3149195236284,0.224026645720005,62.12889826803627,8.649962306022644,12,13,18
140_F0,1.4142135623730951,0.44462484,0,4.123105625617661,0.3446641266345978,7.280109889280518,3.909964609146118,1,3,8
232_F0,17.69180601295413,0.38878563,0,19.209372712298546,0.2528055012226105,18.601075237738275,6.805788469314575,9,10,11
027_F1,14.560219778561036,0.25193006,1,8.06225774829855,0.3384462982416153,8.602325267042627,5.771252870559692,5,4,4
390_F1,5.656854249492381,0.25925562,1,9.433981132056603,0.3745217740535736,5.830951894845301,4.28123106956482,2,1,3
129_F1,6.082762530298219,0.24393879,1,7.280109889280518,0.37131068110466,8.06225774829855,5.2562297821044925,3,1,4
347_F1,96.33794683301072,0.21363556,1,87.82368700982668,0.1619439154863357,73.348483283569,24.615217399597167,19,18,8
334_F1,6.324555320336759,0.269855,1,7.071067811865476,0.3370842516422271,6.708203932499369,6.605469799041748,6,4,2
389_F1,14.142135623730953,0.2738167,1,6.082762530298219,0.3903199225664139,7.280109889280518,5.713967967033386,4,0,1
222_F1,17.26267650163207,0.2228329,1,7.071067811865476,0.3829176902770996,6.4031242374328485,7.629486179351806,11,1,6
109_F1,13.038404810405298,0.28289086,1,4.47213595499958,0.392359721660614,7.211102550927978,4.983216094970703,2,0,1
054_F1,18.027756377319943,0.18955553,1,14.212670403551895,0.3919834047555923,14.866068747318506,6.202411413192749,5,0,12
178_F1,21.2602916254693,0.18915452,1,12.36931687685298,0.309534940123558,16.401219466856727,5.588232803344726,3,8,13
381_F1,20.591260281974,0.20161961,1,3.1622776601683795,0.2131393551826477,4.47213595499958,10.206922435760498,15,15,10
349_F1,12.649110640673518,0.19399135,1,8.06225774829855,0.3739776283502579,9.219544457292889,5.774021339416504,5,1,12
319_F1,21.095023109728988,0.21830662,1,7.071067811865476,0.1923626750707626,8.602325267042627,9.583087921142578,15,17,7
238_F1,102.42070103255492,0.16516243,1,8.06225774829855,0.1383915096521377,17.26267650163207,37.58698921203613,19,19,16
088_F1,11.180339887498947,0.19542964,1,3.0,0.3464754402637481,2.23606797749979,6.626545095443726,6,3,11
299_F1,3.0,0.25927284,1,6.4031242374328485,0.2865975350141525,0.0,5.464198780059815,3,9,3
314_F1,6.082762530298219,0.21302807,1,7.615773105863909,0.380624708533287,2.23606797749979,4.691478490829468,2,1,8
180_F1,14.212670403551895,0.2819729,1,10.816653826391969,0.2240542382001877,13.341664064126334,5.656877708435059,3,14,1
373_F1,5.0990195135927845,0.14833005,1,7.280109889280518,0.3245909854769707,5.385164807134504,4.3256001472473145,2,7,19
242_F1,18.027756377319943,0.3259642,1,21.95449840010015,0.3672004580497742,24.413111231467404,7.935402774810791,12,1,0
322_F1,25.612496949731398,0.21157977,1,10.63014581273465,0.3271904408931732,14.142135623730953,5.474021482467651,3,6,9
312_F1,5.0990195135927845,0.23231034,1,2.0,0.4018709748983383,3.1622776601683795,4.347466039657593,2,0,6
320_F1,20.248456731316587,0.107125826,1,15.811388300841896,0.1978170052170753,19.235384061671343,7.516993403434753,10,17,19
395_F1,14.7648230602334,0.2129114,1,11.04536101718726,0.3407153129577637,10.295630140987,6.713551473617554,7,4,8
173_F1,34.0,0.22545429,1,30.4138126514911,0.3298839420080185,26.30589287593181,6.683851528167724,7,6,6
015_F1,5.0,0.20434842,1,6.324555320336759,0.3077628597617149,8.06225774829855,6.139958834648132,5,8,10
192_F1,12.806248474865695,0.37440506,1,8.94427190999916,0.4098986864089965,8.06225774829855,4.7787134647369385,2,0,0
078_F1,40.85339643163099,0.24789853,1,40.80441152620633,0.2866236269474029,44.01136216933077,4.5655797004699705,2,9,4
377_F1,20.0,0.19712055,1,5.0,0.3055806532502174,6.708203932499369,6.262281703948974,5,8,11
335_F1,19.209372712298546,0.20990166,1,11.180339887498947,0.2295617163181305,12.36931687685298,8.06054630279541,13,14,9
101_F1,9.433981132056603,0.21580341,1,6.082762530298219,0.3093305170536041,10.198039027185567,6.85658221244812,8,8,8
267_F1,16.64331697709324,0.21110201,1,13.0,0.2495227754116058,13.892443989449804,6.978181505203247,9,12,9
369_F1,33.1058907144937,0.19760719,1,32.2490309931942,0.1561652928590774,36.40054944640259,9.014839363098144,14,18,11
110_F1,23.021728866442675,0.15217885,1,9.219544457292889,0.1855139315128326,11.6619037896906,9.609911155700685,15,17,19
135_F1,16.278820596099706,0.29032245,1,8.246211251235321,0.4126710534095764,9.055385138137416,5.809449577331543,5,0,0
066_F1,72.11102550927978,0.23334822,1,42.43819034784589,0.1804986298084259,34.713109915419565,30.33935317993164,19,17,6
272_F1,15.620499351813308,0.26052162,1,12.529964086141668,0.2600812971591949,13.0,3.782537412643433,1,12,3
315_F1,6.082762530298219,0.21553296,1,1.0,0.3198331862688064,2.8284271247461903,6.709070205688477,7,7,8
047_F1,24.08318915758459,0.16632715,1,45.45327270945405,0.1141069054603576,27.018512172212592,23.25444040298462,19,19,16
059_F1,70.71067811865476,0.2507161,1,73.60027173862879,0.349123552441597,76.40026177965623,8.468933200836181,13,3,4
382_F1,10.04987562112089,0.25590658,1,10.198039027185567,0.3011461943387985,14.0356688476182,5.772214317321778,5,8,3
056_F1,5.830951894845301,0.28370762,1,11.180339887498947,0.3973261475563049,8.06225774829855,3.911726284027099,1,0,1
159_F1,18.027756377319943,0.17937036,1,7.615773105863909,0.3179234504699707,8.602325267042627,6.081301689147949,5,7,15
264_F1,36.68787265568828,0.11762911,1,15.033296378372908,0.1350581720471382,38.897300677553446,29.215298318862917,19,19,19
199_F1,8.06225774829855,0.20737287,1,8.246211251235321,0.3112749695777893,10.44030650891055,2.8640655517578124,0,7,9
189_F1,13.038404810405298,0.17522886,1,3.1622776601683795,0.3019297868013382,5.656854249492381,8.614673709869384,13,8,15
201_F1,6.4031242374328485,0.27053162,1,17.11724276862369,0.2337683200836181,16.0,11.820343685150146,16,13,2
165_F1,13.45362404707371,0.16277462,1,17.46424919657298,0.2501620829105377,11.40175425099138,10.666251134872436,16,12,16
057_F1,14.866068747318506,0.12300572,1,32.0624390837628,0.2260992094874382,32.14031735997639,12.630417251586914,17,14,19
050_F1,31.78049716414141,0.27554122,1,21.213203435596427,0.1590983569622039,20.396078054371134,29.67351417541504,19,18,1
193_F1,7.810249675906654,0.18477574,1,7.0,0.2900483131408691,5.0,11.04362268447876,16,9,14
344_F1,22.67156809750927,0.23405951,1,3.1622776601683795,0.2977266043424606,5.385164807134504,11.1384859085083,16,8,6
229_F1,43.65775990588615,0.16647099,1,11.180339887498947,0.2192116767168045,13.601470508735444,13.33167600631714,17,15,16
025_F1,55.90169943749474,0.20601463,1,23.40939982143925,0.2318812012672424,31.95309061734092,15.077987480163577,18,13,10
355_F1,8.246211251235321,0.28420904,1,6.082762530298219,0.41031234562397,6.324555320336759,4.623948287963867,2,0,1
074_F1,27.202941017470888,0.23719807,1,12.649110640673518,0.2540172457695007,13.601470508735444,9.340210723876954,14,12,6
321_F1,43.41658669218482,0.15959617,1,14.866068747318506,0.2108502581715584,17.0,14.088944053649902,17,15,17
218_F1,20.591260281974,0.29142308,1,7.211102550927978,0.3391426026821136,9.219544457292889,5.760159921646118,5,4,0
020_F1,15.652475842498529,0.22015238,1,10.295630140987,0.3809652090072631,10.770329614269007,5.374096298217774,3,1,7
275_F1,26.40075756488817,0.21622708,1,23.021728866442675,0.2511393696069717,23.345235059857504,7.418747425079346,10,12,7
187_F1,13.601470508735444,0.24581575,1,8.54400374531753,0.3556614279747009,8.602325267042627,6.273429679870605,6,2,4
169_F1,73.54590403278758,0.1458601,1,73.24616030891995,0.1002953231334686,61.5223536610881,54.108489990234375,19,19,19
081_F1,10.44030650891055,0.22571857,1,7.071067811865476,0.3044746845960617,6.324555320336759,7.555746936798096,10,8,6
162_F1,40.26164427839479,0.20333797,1,24.698178070456937,0.1280704408884048,26.83281572999748,16.83629913330078,18,19,10
024_F1,15.620499351813308,0.27193058,1,13.41640786499874,0.3130340039730072,17.0,5.346400928497315,3,7,2
333_F1,22.56102834535696,0.20484278,1,10.04987562112089,0.2666109204292297,13.0,8.3958580493927,13,10,10
005_F1,86.83317338436964,0.15053764,1,98.85848471426212,0.1730160132050514,98.48857801796105,18.989955520629884,19,18,19
237_F1,34.17601498127012,0.18046935,1,29.068883707497267,0.1399880658835172,30.80584360149873,13.859290504455569,17,19,14
148_F1,10.816653826391969,0.20012468,1,3.1622776601683795,0.3384518682956695,4.47213595499958,6.350528287887573,6,4,11
152_F1,10.44030650891055,0.29040012,1,3.605551275463989,0.3243608474731445,5.385164807134504,7.390356540679932,10,7,0
086_F1,97.32420048477152,0.26701596,1,84.29116205154607,0.2354905515909195,93.1933474020544,7.621992778778076,11,13,2
155_F1,11.180339887498947,0.22635749,1,9.219544457292889,0.1770871430635452,13.601470508735444,30.62850589752197,19,18,6
240_F1,17.72004514666935,0.23176329,1,1.4142135623730951,0.3042705506086349,4.123105625617661,8.082333040237426,13,8,6
087_F1,29.0,0.26229423,1,13.45362404707371,0.2760510116815567,18.027756377319943,7.109582114219665,9,9,2
185_F1,12.36931687685298,0.1950251,1,4.123105625617661,0.189537701010704,3.605551275463989,9.454809093475342,15,17,11
051_F1,17.26267650163207,0.21237068,1,12.0,0.2006040900945663,15.033296378372908,6.942078590393066,9,17,9
149_F1,12.0,0.2541875,1,13.601470508735444,0.3914516329765319,13.0,5.269838047027588,3,0,3
062_F1,11.04536101718726,0.21168718,1,17.08800749063506,0.326495373249054,17.26267650163207,5.586967945098877,3,7,9
068_F1,5.0,0.26470423,1,11.704699910719626,0.3059875726699829,9.219544457292889,6.5877564430236815,6,8,2
163_F1,5.0,0.35769022,1,10.770329614269007,0.4078658878803253,8.54400374531753,4.25225944519043,2,0,0
182_F1,7.615773105863909,0.25504085,1,5.0,0.1477248549461364,9.486832980505138,12.969887351989746,17,19,3
099_F1,25.70992026436488,0.23149124,1,14.317821063276352,0.2647634044289589,12.649110640673518,8.383857226371765,13,11,6
117_F1,20.615528128088304,0.2848194,1,14.560219778561036,0.279425698518753,17.26267650163207,8.071968078613281,13,9,1
102_F1,42.72001872658765,0.23793012,1,31.78049716414141,0.2946709901094436,35.4400902933387,6.350886964797974,6,8,6
164_F1,20.248456731316587,0.19855116,1,24.596747752497688,0.1472544506192207,16.278820596099706,19.48541412353516,19,19,11
097_F1,80.15609770940699,0.15241006,1,35.90264614203248,0.2238158524036407,45.70557952810576,15.47710542678833,18,14,19
213_F1,7.810249675906654,0.17628974,1,4.123105625617661,0.2470874309539795,1.0,5.3743311882019045,3,12,15
225_F1,30.4138126514911,0.17717408,1,19.235384061671343,0.1874021410942077,27.018512172212592,35.811532974243164,19,17,15
179_F1,26.419689627245813,0.16164163,1,7.615773105863909,0.2005447834730148,9.219544457292889,12.895616912841795,17,17,17
374_F1,11.40175425099138,0.22786143,1,8.48528137423857,0.2595382273197174,8.06225774829855,4.309336090087891,2,12,6
022_F1,18.027756377319943,0.149598,1,7.810249675906654,0.2476827144622802,12.727922061357855,4.416225719451904,2,12,19
376_F1,18.788294228055936,0.225794,1,26.019223662515376,0.295468807220459,28.0178514522438,6.822333288192749,8,8,6
280_F1,17.26267650163207,0.22657143,1,23.021728866442675,0.326121187210083,21.095023109728988,4.585889053344727,2,7,6
188_F1,5.0990195135927845,0.21197446,1,10.04987562112089,0.3243861943483352,13.038404810405298,6.197830677032471,5,7,9
307_F1,10.198039027185567,0.34230533,1,5.0,0.419114202260971,8.06225774829855,5.308068251609802,3,0,0
311_F1,21.93171219946131,0.21940878,1,5.385164807134504,0.2745292484760284,6.324555320336759,8.012184810638427,13,9,7
177_F1,5.0990195135927845,0.19241832,1,7.280109889280518,0.332089352607727,8.06225774829855,3.59892258644104,1,5,12
273_F1,17.204650534085253,0.16390157,1,5.0,0.2402891039848327,9.433981132056603,13.259537601470948,17,13,16
031_F1,28.792360097775937,0.17083661,1,7.071067811865476,0.1786968439817428,23.259406699226016,19.321165084838867,19,18,16
386_F1,3.605551275463989,0.20258372,1,6.708203932499369,0.1240690767765045,16.76305461424021,19.078570079803463,19,19,10
228_F2,29.73213749463701,0.2194719,2,10.44030650891055,0.221865701675415,12.36931687685298,11.479106616973876,16,16,18
063_F2,98.18350166906862,0.19982718,2,89.00561780022652,0.1330816507339477,55.0,44.3037353515625,19,18,19
157_F2,15.811388300841896,0.34009787,2,7.071067811865476,0.2537946492433548,8.06225774829855,6.5909497261047365,9,15,12
103_F2,26.30589287593181,0.33601743,2,19.1049731745428,0.3336843162775039,20.396078054371134,5.262105894088745,6,7,12
359_F2,69.85699678629192,0.49318594,2,70.83078426785913,0.2748827636241913,51.66236541235796,20.824501991271973,18,12,3
357_F2,81.21576201698781,0.3286796,2,75.95393340703298,0.2055592328310012,69.2314957226839,18.56335582733154,18,17,13
236_F2,19.026297590440446,0.46745235,2,11.40175425099138,0.3821922093629837,11.04536101718726,6.548994350433349,9,2,3
340_F2,21.470910553583888,0.29764226,2,23.323807579381203,0.3213364243507385,26.0,6.600605058670044,9,8,14
042_F2,9.0,0.42251125,2,4.47213595499958,0.4104239106178283,7.280109889280518,3.614178514480591,1,1,6
383_F2,17.88854381999832,0.30331936,2,7.615773105863909,0.1949101984500885,23.08679276123039,33.79379577636719,19,18,13
003_F2,3.605551275463989,0.36577335,2,3.605551275463989,0.3133660018444061,6.324555320336759,5.526661586761475,7,9,10
360_F2,22.56102834535696,0.38799065,2,13.601470508735444,0.3314136356115341,13.41640786499874,5.275638437271118,6,8,8
331_F2,22.13594362117865,0.51413727,2,13.0,0.363196051120758,14.7648230602334,5.2370726585388185,6,4,1
137_F2,10.295630140987,0.4596931,2,6.0,0.3877637624740601,9.486832980505138,6.307934260368347,8,2,4
371_F2,7.810249675906654,0.5677436,2,10.04987562112089,0.3825493395328522,10.44030650891055,7.033434677124023,11,2,0
075_F2,24.166091947189145,0.22312133,2,24.698178070456937,0.172843237221241,25.495097567963924,32.43200607299805,18,18,18
215_F2,86.6083136886985,0.47679648,2,80.77747210701756,0.1198281586170196,32.202484376209235,34.462508010864255,19,19,3
258_F2,19.1049731745428,0.27554595,2,5.385164807134504,0.2405026882886886,11.40175425099138,7.0196911811828615,10,16,16
017_F2,0.0,0.47231403,2,3.0,0.3751675754785538,2.23606797749979,7.3066589593887326,11,2,3
241_F2,8.602325267042627,0.39118242,2,12.649110640673518,0.3188313394784927,12.529964086141668,6.013689613342285,7,9,8
196_F2,21.54065922853801,0.27749935,2,15.132745950421556,0.3182335555553436,17.029386365926403,6.349956941604614,8,9,16
036_F2,16.1245154965971,0.2185701,2,5.0,0.2261045902967453,9.055385138137416,10.337037086486816,16,16,18
294_F2,15.297058540778355,0.41467598,2,13.152946437965904,0.3456438958644867,12.083045973594572,3.6961623191833497,1,6,6
289_F2,10.63014581273465,0.20571303,2,8.0,0.2615800976753235,3.605551275463989,5.676816654205322,7,14,19
207_F2,7.280109889280518,0.3978257,2,7.071067811865476,0.386420801281929,3.1622776601683795,7.040834331512452,11,2,8
313_F2,15.556349186104043,0.33415797,2,5.385164807134504,0.3440547436475754,6.082762530298219,10.08399510383606,16,6,12
043_F2,10.295630140987,0.4472802,2,5.0990195135927845,0.3535161316394806,2.23606797749979,6.38810977935791,8,6,4
338_F2,10.295630140987,0.2576553,2,8.54400374531753,0.230565558373928,11.180339887498947,7.429184699058533,12,16,17
116_F2,6.324555320336759,0.4400855,2,1.0,0.3737984925508499,2.23606797749979,4.953623938560486,4,2,5
341_F2,1.4142135623730951,0.48078477,2,2.0,0.3568714767694473,1.4142135623730951,4.354065895080566,2,5,3
035_F2,16.278820596099706,0.3111087,2,5.385164807134504,0.2469284683465957,11.31370849898476,30.196760177612305,18,15,13
298_F2,12.041594578792296,0.5502323,2,7.071067811865476,0.3889520555734634,7.810249675906654,5.809767627716065,7,2,0
037_F2,11.180339887498947,0.37313896,2,8.48528137423857,0.2999367654323578,8.06225774829855,10.015330982208251,16,10,10
093_F2,12.206555615733702,0.44119728,2,23.40939982143925,0.3256962448358536,18.788294228055936,4.762609076499939,4,8,5
